Tweet,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
i should have asked nell but i still feel that if i suggest too much interest in that direction shes going to get suspicious,0,0,0,1,0,0,0,0
i went from feeling like i knew what i was doing to feeling completely helpless,0,0,0,1,0,0,0,0
i feel like i've entered some weird universe and i really am grateful for it,0,0,0,1,0,0,0,0
i feel completely inhibited,0,0,0,1,0,0,0,0
i just didn't feel gripped by the plot and i'm afraid i wouldn't read it again,0,0,0,1,0,0,0,0
 i've spent a good chunk of the day feeling quite agitated in a taut way as though it wouldn't take much for me to really snap and chew someones head off,0,0,0,1,0,0,0,0
i don't  want anyone to feel inhibited if their bodies are not typical ballet bodies,0,0,0,1,0,0,0,0
i have come to like him more than i have ever before and my feelings for him are stronger than anyone ever before but i'm so shy i am afraid to do anything big while he is super confident and outgoing,0,0,0,1,0,0,0,0
i feel threatened there imagine what a kid feels like,0,0,0,1,0,0,0,0
i kind of wanted to but i would feel totally weird even picking it up to purchase it,0,0,0,1,0,0,0,0
i was going to try to leave it for another day or so to g i've the doll ample time to process his thoughts and come to me on his own without feeling pressured,0,0,0,1,0,0,0,0
i really had to search for an answer to it as its not something i've ever really considered and for the's ake of feeling a little vulnerable i don't mind sharing my answer,0,0,0,1,0,0,0,0
i was feeling very apprehens i've and nervous leading up to starting this project because i felt a lot of pressure and responsibility to do a good job,0,0,0,1,0,0,0,0
i feel a little unsure of myself right now because seriously i actually like this song and pv,0,0,0,1,0,0,0,0
i feel frightened of playing i imagine charlie at the mic putting me on the's pot,0,0,0,1,0,0,0,0
i feel restless but bored,0,0,0,1,0,0,0,0
i am feeling a little shy right now,0,0,0,1,0,0,0,0
i feel very frightened and upset like maybe something is indeed really wrong here,0,0,0,1,0,0,0,0
i never expected i could feel so vulnerable,0,0,0,1,0,0,0,0
i won't feel as pressured to get something posted,0,0,0,1,0,0,0,0
i guess it started to feel kind a strange to dream and wonder and talk on paper at the's ame time,0,0,0,1,0,0,0,0
i wondered if she would really sing a song or feel shy and come back,0,0,0,1,0,0,0,0
i was feeling a little uptight for reasons nothing to do with n,0,0,0,1,0,0,0,0
i feel like a success as a parent when i watch mimi boldly go where any other child would be timid and then i remember that mimi was just born that way,0,0,0,1,0,0,0,0
i don't usually drink that much but i feel agitated,0,0,0,1,0,0,0,0
i am once again being dramatic but at the time i could feel myself getting distraught panicky and nervous and it wasn't  because of the's tress of holiday shopping,0,0,0,1,0,0,0,0
im terribly hungry and i'm at a place i feel so very uncomfortable in,0,0,0,1,0,0,0,0
i can work all day in a gorgeous raw vegan cafe and not feel tortured over the food i'm choosing not to eat,0,0,0,1,0,0,0,0
when i think of death not my own but that of my parents,0,0,0,1,0,0,0,0
i found myself feeling a little uncomfortable and thinking about the's hit dave did to me,0,0,0,1,0,0,0,0
i just remember feeling so incredibly scared like there was some impending doom ahead of me and i would face it sooner than later,0,0,0,1,0,0,0,0
i know some people who struggle with marriage family abused bullying that cause us to feel insecure and question ourselves,0,0,0,1,0,0,0,0
i think a lot of people feel intimidated about making stock,0,0,0,1,0,0,0,0
i feel deeply alarmed that i may not know what the right thing to do is during any given situation,0,0,0,1,0,0,0,0
i always have had trouble when i write something and someone has to check it i feel very insecure and as if though they are going to judge me badly and think that i am not very smart,0,0,0,1,0,0,0,0
im not that tough not to feel nervous but in a way it excites me,0,0,0,1,0,0,0,0
i don't  know how to reciprocate that without feeling terrified,0,0,0,1,0,0,0,0
i knew i was just feeling paranoid,0,0,0,1,0,0,0,0
im back in singapore and feeling a strange kind of low which can only occur after youve been away for nearly incredible weeks and reality has suddenly given you a hard smack in the face,0,0,0,1,0,0,0,0
i am feeling quite restless lately is that because my dreams are so big if i don't take big steps to acquire them it feels as if i am doing nothing which is really not true,0,0,0,1,0,0,0,0
i feel strange urges to buy pencils and sharpen them neatly,0,0,0,1,0,0,0,0
i feel so terrified with the's cenes as it doesn't show a replicated ghost the ghost wasn't  there yet paranormal things were going around,0,0,0,1,0,0,0,0
i feel completly frantic and i should have dones are flowing like wine,0,0,0,1,0,0,0,0
i feel reluctant to work today coz i woke up frm the wrong side of the bed n i dreamt again,0,0,0,1,0,0,0,0
i am feeling uncertain about how quickly i can learn dutch if i'm speaking and hearing english every day at school,0,0,0,1,0,0,0,0
i know you mean to help him she consoled but he feels tortured by your treatments,0,0,0,1,0,0,0,0
i can feel my insides boil with rage and they leave me physically shaken,0,0,0,1,0,0,0,0
i was mad at myself for feeling so distressed over the injection,0,0,0,1,0,0,0,0
i just feel like i am being tortured,0,0,0,1,0,0,0,0
almost crashing my car,0,0,0,1,0,0,0,0
i could l i've without the phone the absence of tv and internet connectivity left me feeling distraught,0,0,0,1,0,0,0,0
i started to feel shaky and cold,0,0,0,1,0,0,0,0
i myself have felt instances or was in circumstances which made me feel afraid of losing out or hesitant and unwilling to sacrifice something on my part for the benefit of others maybe time money,0,0,0,1,0,0,0,0
i didn't  tell anyone else other then her and andrew how i was feeling because i was terrified that they would think i was either crazy or a terrible mother,0,0,0,1,0,0,0,0
i think of this possible new role i feel nervous but in an excited challenging way,0,0,0,1,0,0,0,0
i probably hurt a few people and have left them feeling very uncomfortable and i do feel bad for that,0,0,0,1,0,0,0,0
i feel like my life is over i am petrified of getting older it makes me so anxious tomorrows gana suck too,0,0,0,1,0,0,0,0
i leave his words feeling doubtful of the naight ever ending,0,0,0,1,0,0,0,0
im feeling it start to fall away and i'm unsure of why,0,0,0,1,0,0,0,0
i feel so much less inhibited in the physical journal,0,0,0,1,0,0,0,0
im feeling particularly insecure i just want someone to tell me that i'm amazing haha,0,0,0,1,0,0,0,0
i didn't have to do anything for thanksgiving i am feeling overwhelmed with christmas preparations,0,0,0,1,0,0,0,0
i feel that i will be rather reluctant toward the idea of company just as a snippet of general information,0,0,0,1,0,0,0,0
i think about how much i have to do in just to months i feel pressured,0,0,0,1,0,0,0,0
i could almost feel myself start thinking again the's ludge of everyday life being shaken loose,0,0,0,1,0,0,0,0
i started feeling scared but kept reading and it said something like the one who is being called by god knows it in his heart,0,0,0,1,0,0,0,0
i feel insecure about maybe myself,0,0,0,1,0,0,0,0
i feel a little bit uncertain about my career choices i watch this video whenever i feel a little bit uncertain about my career choices i watch this video a   freethoughtblogs,0,0,0,1,0,0,0,0
i feel totally overwhelmed not up to this and i dread monday when luuk goes back to work and i'm on my own with the two kids all day long,0,0,0,1,0,0,0,0
im feeling a tad overwhelmed by the amount of stuff that needs to be done,0,0,0,1,0,0,0,0
i realize that when i knew who i wanted to make time for i didn't  feel so pressured to rush off nor did i feel very guilty about taking some time off studies to listen to my friends,0,0,0,1,0,0,0,0
i feel personally that i am becoming possibly paranoid and over protect i've i may also leave twitter and possibly facebook too,0,0,0,1,0,0,0,0
i sometimes feel like i'm frightened by all the things in the whole of existence that i don't get,0,0,0,1,0,0,0,0
i hope not to be completely off the wall in rhythm and sound although sometimes i feel tortured,0,0,0,1,0,0,0,0
i was walking from my friends house,0,0,0,1,0,0,0,0
i understand you might feel a bit hesitant to order this because you don't wish to have wasted your time and cash and purchased something that wasn't  what you thought it was,0,0,0,1,0,0,0,0
i feel deeply unsure all of a sudden about where the's tory is going,0,0,0,1,0,0,0,0
i need to feel strange i need my life to be swirled,0,0,0,1,0,0,0,0
i feel wimpy just typing that ha,0,0,0,1,0,0,0,0
i took when i reacted badly to it but i'm still feeling a bit hesitant the hangover side effects have gradually faded over the past weeks and now i have a feeling it will be like starting over if not worse,0,0,0,1,0,0,0,0
i am in the wrong job i know i was feeling a little apprehens i've as i boarded the tiny seater plane,0,0,0,1,0,0,0,0
i feel pressured to lose weight and be thin,0,0,0,1,0,0,0,0
i want their body boundaries to be such a part of them that they will never feel uncertain of their right to control what happens to their bodies,0,0,0,1,0,0,0,0
i have a lot of homework and research to do but the independent living center i'm working with now makes me feel a lot less afraid,0,0,0,1,0,0,0,0
i love him dearly even though i feel so out of control and so uncertain of his plan for our lives i know that he loves terence and i and that he loves our little j and has a perfect plan for her life,0,0,0,1,0,0,0,0
i was afraid when my dog ran out through a crack in the fence when a train was coming,0,0,0,1,0,0,0,0
i love drinking coffee but i know that if i drink too much caffeine i feel more anxious,0,0,0,1,0,0,0,0
i dislike her she must be a jerk or because i feel intimidated by him he must be trying to intimidate me,0,0,0,1,0,0,0,0
i can feel suspicious thing,0,0,0,1,0,0,0,0
im getting used to the new baby bump which does feel strange sometimes,0,0,0,1,0,0,0,0
i voted in this particular race for his challenger who strangely enough is the wife of one of my old division managers but his comments have left me feeling shaken to say the least,0,0,0,1,0,0,0,0
i find it hard to move to make decisions to talk to feel because i am paranoid,0,0,0,1,0,0,0,0
i feel assaulted the new kid whined,0,0,0,1,0,0,0,0
i begin to relax and i feeling shaken but otherwise i perce i've okay,0,0,0,1,0,0,0,0
i also think da same so pls dun make fun about it k ill feel agitated if u did,0,0,0,1,0,0,0,0
im feeling so restless and a little bit lost without him but because i stumbled upon a blogging challenge that all of my favorite bloggers are participating in,0,0,0,1,0,0,0,0
i feel weird writing that and i feel even more weird knowing that its true,0,0,0,1,0,0,0,0
i fear that my often too self centered views would make others feel uncomfortable,0,0,0,1,0,0,0,0
i was feel a little shaky,0,0,0,1,0,0,0,0
i have been very nervous and i am tired of feeling timid and scared and uncertain,0,0,0,1,0,0,0,0
i feel frantic for some reason maybe just overtired or worried or fat or all of the above,0,0,0,1,0,0,0,0
i was feeling confused by this,0,0,0,1,0,0,0,0
i feel reluctant to go to the doctor i'd like to beat it on my own but am tired now,0,0,0,1,0,0,0,0
i enjoy the abstract nature of the's tory its too abstract to leave the reader feeling satisfyingly confused,0,0,0,1,0,0,0,0
i do not feel sexually assaulted by his words,0,0,0,1,0,0,0,0
i stood up on shaky legs feeling restless and,0,0,0,1,0,0,0,0
i feel like i've been scared of him my whole life and hes years younger than me,0,0,0,1,0,0,0,0
im feeling hesitant about the business but i don't know who they are cuz they can't  tell me until i'm signed up to work the assignment,0,0,0,1,0,0,0,0
i was feeling so intimidated of the world outside of the hostel i asked if mathias could come with me to dinner,0,0,0,1,0,0,0,0
i think this post was inspired by them and by others like them the people who won't allow themselves to truly soulfully completely feel a piece of artistry because theyre scared of how others will react,0,0,0,1,0,0,0,0
i hope will help her deal with emotions and taking criticism and how to deal with anger and feeling unsure etc,0,0,0,1,0,0,0,0
i know i will end up writing all my deepest thoughts and thus making me feel vulnerable but i am going to do it nonetheless,0,0,0,1,0,0,0,0
i felt like i had a huge heavy weight on my chest and that i was suffocating and i felt sick and told my friend chandrika i just don't know what is happening i cannot go play darts tonight i feel so weird,0,0,0,1,0,0,0,0
i do wear a heavy base and i do sometimes feel paranoid you can see it layered up on my skin,0,0,0,1,0,0,0,0
i know i can do it but coming in as one of just a few new people it is easy to feel intimidated,0,0,0,1,0,0,0,0
i feel somewhat like i'm waking up from a weird dream an alternate reality,0,0,0,1,0,0,0,0
i had a tiny bit of spotting last night probably nothing to be concerned about but still enough to make me feel quite nervous,0,0,0,1,0,0,0,0
i feel so agitated n grumpy,0,0,0,1,0,0,0,0
i don't  so much get stuck as feel hesitant,0,0,0,1,0,0,0,0
i did not feel threatened but maybe i should have,0,0,0,1,0,0,0,0
i cannot help but feel helpless against powerful forces that have been systematically killing their opposition for decades,0,0,0,1,0,0,0,0
i cautiously walked beside my mother toward the water my legs still feeling a bit shaky,0,0,0,1,0,0,0,0
i just feel agitated and i really wanna break something,0,0,0,1,0,0,0,0
i was feeling especially paranoid and expected all incriminating eyes to be on me,0,0,0,1,0,0,0,0
i feel like a helpless fucking child,0,0,0,1,0,0,0,0
i hear from women who feel intimidated by clothing shopping and putting new outfits together,0,0,0,1,0,0,0,0
im feeling indecis i've about the world genre,0,0,0,1,0,0,0,0
i feel weird for being so obsessed with them,0,0,0,1,0,0,0,0
i do flirt with others and i know she doesn't feel threatened by that the difference is those are others already involved in the lifestyle and know how this works,0,0,0,1,0,0,0,0
i feel so weird like hey i'm completely lucid and able to walk around but i'm not allowed to clean my house so let me watch you while you scrub my toilet,0,0,0,1,0,0,0,0
i had cancer made me feel terrified and immobilized,0,0,0,1,0,0,0,0
im down but aside from that it feels very strange to be idle,0,0,0,1,0,0,0,0
 i've closed my show and am feeling a bit restless,0,0,0,1,0,0,0,0
i wish youd get over it must feel too shy to respond or doubt the quality of your comments but just listen politely,0,0,0,1,0,0,0,0
i flew times in weeks all around and i was mad exhausted not to mention i started feeling restless each time i'm on the plane,0,0,0,1,0,0,0,0
i start feeling paranoid and weepy,0,0,0,1,0,0,0,0
i know it will never happen between us and now i am going to feel weird and awkward around him,0,0,0,1,0,0,0,0
i can believe and have confidence such that i can be expectant hoping and dependent confidently in and on him without having to fear or feel apprehensive,0,0,0,1,0,0,0,0
i both love and feel unsure about it and i have no idea why i can feel that way at once,0,0,0,1,0,0,0,0
i would be critical of their ways even though face to face i would feel intimidated and afraid of them,0,0,0,1,0,0,0,0
i had with her i couldnt help but feel suspicious about it,0,0,0,1,0,0,0,0
i stop this specific no thought feeding on when i feel feeling suspicious responsible irritated or bored stiff,0,0,0,1,0,0,0,0
i know you definately feel agitated in one way or another,0,0,0,1,0,0,0,0
i started to feel weird mid back pain,0,0,0,1,0,0,0,0
i feel terrified and trauma,0,0,0,1,0,0,0,0
im feeling a bit overwhelmed at the prospect of sorting through all of this and organizing,0,0,0,1,0,0,0,0
i still get the feeling that there are a few folks at ivc who act like they are afraid that sc is trying to take advantage of them,0,0,0,1,0,0,0,0
i am feeling nervous but it s controlled,0,0,0,1,0,0,0,0
i can g i've you anxiety and make you feel on edge or restless,0,0,0,1,0,0,0,0
i feel like a little candle who is hesitant to be seen hesitant to glow it s brightest,0,0,0,1,0,0,0,0
i feel weird about how good we look together,0,0,0,1,0,0,0,0
i feel like an ice cube q q i just want to relax but there is always the job hunting search that is making me anxious,0,0,0,1,0,0,0,0
i just feel a bit pressured i suppose because i want to be a good choice of help,0,0,0,1,0,0,0,0
i didn't know it was manageable let alone treatable and mostly it left me feeling out of control and terrified and insane,0,0,0,1,0,0,0,0
i keep breathing out that slow breath the kind you can can feel the tension leaving your body with and what happens when youve been so distraught but now you know that things will be okay,0,0,0,1,0,0,0,0
i truly believe mj will also be ok as long as we re doing everything we can for him i love my job even the's illy questions i get asked and i feel like i've taken this infertility thing that tortured me for so long and have laughed in it s face,0,0,0,1,0,0,0,0
i can feel that anxious feeling in my stomach,0,0,0,1,0,0,0,0
i definitely got the feeling others thought i was weird for liking classical music,0,0,0,1,0,0,0,0
i wish i could fully explain exactly how this tour made us feel confused mostly to be sure,0,0,0,1,0,0,0,0
i keep hoping that the investment of time and work will have a payoff but i am feeling skeptical at the moment,0,0,0,1,0,0,0,0
i feel timid and i don't like it,0,0,0,1,0,0,0,0
i was still feeling unsure of schlepping the girls with me across the's treet when suddenly we were crossing the pavement and tecklu was helping addie navigate the mud path,0,0,0,1,0,0,0,0
i feel agitated at times clutching and wringing my hands while most of the time while sitting or watching tv and sometimes trying to listen to whats being said around me losing my concentration and sometimes confusion,0,0,0,1,0,0,0,0
i feel what i want to do and that youre indecis i've on both,0,0,0,1,0,0,0,0
i was feeling vulnerable today,0,0,0,1,0,0,0,0
i am weeks pregnant and lately i've been feeling shaky and dizzy almost to the point of passing out,0,0,0,1,0,0,0,0
i feel like a soda bottle that has been shaken it can be left alone for awhile but it eventually needs to be opened or it will burst,0,0,0,1,0,0,0,0
i hate standing in front of my pantry while i'm packing my son s lunch for preschool feeling terrified that i ll accidentally send him to school with a cookie i d forgotten i added nuts to then bam,0,0,0,1,0,0,0,0
im feeling doubtful of my abilities i guess,0,0,0,1,0,0,0,0
i am not feeling paranoid that s the name of a song that s in my head right now,0,0,0,1,0,0,0,0
i still am feeling reluctant in sharing to anyone my recent artwork it s not that i like it is just i just don't  feel like showing to anyone at this point opinions don't  seem much relevant to me lately,0,0,0,1,0,0,0,0
i want to find qa man who will help me to realise all my fantasies ph feel really so timid tko write it,0,0,0,1,0,0,0,0
im feeling particularly fearful of death and morbid at the moment so i'm going to repeat a sentiment that i've repeated in the past just in case,0,0,0,1,0,0,0,0
i also get crazy when they are not respectful and when they feel threatened by another women and start to put them down and treat others bad just to be on top of everything,0,0,0,1,0,0,0,0
i try to go back to that week now when i'm feeling overwhelmed,0,0,0,1,0,0,0,0
i immediately feel suspicious,0,0,0,1,0,0,0,0
i go deep on this question to that place where i feel vulnerable yuck what comes forward is filled with drama,0,0,0,1,0,0,0,0
i was feeling seriously intimidated by my worldly educated writer friends,0,0,0,1,0,0,0,0
i finish the man who was thursday and am left feeling more confused than intelligent,0,0,0,1,0,0,0,0
i have already said to you answered at the diagram view i feel that he is in the dormitory dao drum some things this matter is very suspicious,0,0,0,1,0,0,0,0
im feeling so unsure when things are pressing in about me comes a gentle voice so still,0,0,0,1,0,0,0,0
i wasn't  looking forward to the's chool summer holidays i was worried that everywhere would be too busy and crowded which isn't a pleasant prospect when you are feeling anxious,0,0,0,1,0,0,0,0
i have learned how to present in front of a class without feeling nervous,0,0,0,1,0,0,0,0
i feel overwhelmed thinking about all i have ahead of me,0,0,0,1,0,0,0,0
i can change to look human so you won't  feel too frightened of me,0,0,0,1,0,0,0,0
i am extremely happy and excited to watch new moon but i am feeling reluctant to,0,0,0,1,0,0,0,0
i feel oddly paranoid that theyre trying to will me to leave them alone,0,0,0,1,0,0,0,0
when i am walking on the's treets and see a gang of thugs,0,0,0,1,0,0,0,0
i feel shy going in because there were a lot of people,0,0,0,1,0,0,0,0
i noticed i feel less fearful of my own death and more fearful of others who have to die,0,0,0,1,0,0,0,0
i am starting to feel fearful for my virtue,0,0,0,1,0,0,0,0
i feel so alarmed,0,0,0,1,0,0,0,0
i now feel the college faces an uncertain future and i await the coming months with some considerable fear,0,0,0,1,0,0,0,0
i can't  help but feel apprehens i've a class aa button google plus share addtoany special service data annotation none data   bakersfieldcondors,0,0,0,1,0,0,0,0
i get that point of the film was the relationship they built in the previous two entries is what pulls them through the conflict and i like how everything is still a bit ambiguous at the end but i still ended up feeling restless as it played out,0,0,0,1,0,0,0,0
im feeling completely indecis i've about what to make for a   twitter,0,0,0,1,0,0,0,0
i still feel shaky and weak,0,0,0,1,0,0,0,0
i feel a little shy about sharing it and i'm not sure why,0,0,0,1,0,0,0,0
i am in a slightly feeling that but mostly skeptical of myself,0,0,0,1,0,0,0,0
i feel so terrified to get depressed again how can i sort my life out,0,0,0,1,0,0,0,0
i feel confused a lot of the time and wonder how to navigate it all this whole business thing just feels right,0,0,0,1,0,0,0,0
i feel frantic to find a safe person,0,0,0,1,0,0,0,0
i never feel threatened in cambodia although i get approached regularly and asked for money in the indoor arena a fellow living rough asked for a dollar and then went away without,0,0,0,1,0,0,0,0
i was instantly panicked i remember feeling absolutely terrified,0,0,0,1,0,0,0,0
i think suburbanites feel just as shaken and ashamed as urbanites by the katrina debacle,0,0,0,1,0,0,0,0
i feel too agitated to go into the wood this morning but i think of the field below the old house and i miss my mother,0,0,0,1,0,0,0,0
i feel this way finding it neurotic and even narcissistic and i wonder if i should go to therapy,0,0,0,1,0,0,0,0
i woke up this morning feeling thoroughly uptight but determined that the eating cycle of the past few days was going to stop,0,0,0,1,0,0,0,0
i feel as though many people lie or are unsure about trust,0,0,0,1,0,0,0,0
i guess it just makes me feel a little more paranoid about overeating,0,0,0,1,0,0,0,0
i feel that you may be apprehens i've and consider this amount too big for you to defend,0,0,0,1,0,0,0,0
im feeling apprehens i've about what to do now and i panic that i'm going to be feeding oscar pureed foods for the rest of his life in fear that he will choke,0,0,0,1,0,0,0,0
i feel terrified of spiders despite knowing with my whole head that they are much tinier than me and not even poisonous in this area of the world,0,0,0,1,0,0,0,0
i feel cannot be shaken then why can i just let it all out why can't  i cry why can't  i be al i've why am i dead dead inside inside this heart that stopped beating why is this feeling of death around me why can't  i breath can't  smell can't  see why can't  i touch why can't  i live,0,0,0,1,0,0,0,0
i would feel quite uncomfortable if i ceased to do any of the things i mentioned above,0,0,0,1,0,0,0,0
i can remember mornings actually feeling intimidated by him almost frightened by him,0,0,0,1,0,0,0,0
i am honestly still feeling slightly apprehens i've about pulling him from the local school district but we both feel that this school is the place for him,0,0,0,1,0,0,0,0
i feel a little suspicious about what i assume are political ish motives behind the origins of the observance i do support efforts like recycling and re using and reducing,0,0,0,1,0,0,0,0
i feel vulnerable and out of my power and way less loved and supported than i want to be feeling right now,0,0,0,1,0,0,0,0
i realize no one cares and i have no reason to feel weird about it but i still do,0,0,0,1,0,0,0,0
i began to feel scared doubtful and anxious at this point about what was happening both with the intensity of feeling in my body and the babys heartbeat which i could hear dropping,0,0,0,1,0,0,0,0
i record here the hummingbirds i see the flowers i smell the news i hear the happenings i feel and the's trange i taste,0,0,0,1,0,0,0,0
i feel like i've been assaulted i said and i paid for it,0,0,0,1,0,0,0,0
i feel april did not know why gwen was bringing the issue up now but she felt extremely agitated for some reason,0,0,0,1,0,0,0,0
i catch that anxiety creeping up on me and feel unsure where i'm going i just lean on technology as a crutch,0,0,0,1,0,0,0,0
i feel uncertain about the winning condition being victory points,0,0,0,1,0,0,0,0
i hate feeling so unsure of myself,0,0,0,1,0,0,0,0
i look at the's ky or when i drink whiskey or wine or when i feel frightened at night or days when i'm sick of my life,0,0,0,1,0,0,0,0
i can't  help but feel helpless n disappointed,0,0,0,1,0,0,0,0
i could admit i'm feeling really afraid right now,0,0,0,1,0,0,0,0
i feel very reluctant and tired to teach but i know these are excuses and i know i have the responsibility,0,0,0,1,0,0,0,0
im feeling overwhelmed angry or negat i've i find that an enema brings me back to a place of calm as these feelings can be great indicators of toxic build up within the body,0,0,0,1,0,0,0,0
i feel shaky quite a lot of the time,0,0,0,1,0,0,0,0
im feeling unbelievably agitated right now,0,0,0,1,0,0,0,0
i had been feeling a little shaky and having trouble getting to sleep at night because of my nerves and last night that all went away,0,0,0,1,0,0,0,0
im so tired of feeling like a neurotic fool,0,0,0,1,0,0,0,0
i feel like hes scared of a good thing and is sabotaging right now and maybe if i g i've him space hell come back but i feel like hes had so much space and still doesn't feel like its enough,0,0,0,1,0,0,0,0
i bet you have a really good reason but if you are ever feeling doubtful i have some tips and suggestions to share on how to surv i've through these summer classes,0,0,0,1,0,0,0,0
im feeling so insecure financially right now that i don't want to spend the,0,0,0,1,0,0,0,0
i found myself feeling hesitant almost a little anxious,0,0,0,1,0,0,0,0
i don't know why but it is so hard this sem and i am beginning to feel afraid for my results,0,0,0,1,0,0,0,0
i feel like its been a long time since i posted anything like this on here and it is weird for me that it is katy perry because i generally don't like her music all that much,0,0,0,1,0,0,0,0
i mean no offense i just need to clarify these points to avoid feeling reluctant to tweet or speak out due to a fear that strangers will start assuming they are buddies with privileges and reply to me in ways that make me want to disappear,0,0,0,1,0,0,0,0
i can just hang out with whenever and not feel so inhibited or uninhibited around her,0,0,0,1,0,0,0,0
i still feel like my stomach is in knots uncertain of what my future holds,0,0,0,1,0,0,0,0
i started to feel like to life out this fantasy of being the hero taking pleasure in helping the helpless is in a way unethical not to mention what it would do to my self image and my outlook on reality if i achieved my goal,0,0,0,1,0,0,0,0
during one year my mother almost had a nervous breakdown and my father had a serious operation i was afraid that our family kids,0,0,0,1,0,0,0,0
i am feeling lighter and less inhibited every single day,0,0,0,1,0,0,0,0
i should say that i feel a little skeptical to defind myself,0,0,0,1,0,0,0,0
i know none of us is perfect particularly when we re still growing up and feeling insecure about ourselves,0,0,0,1,0,0,0,0
i feel shaky and uncertain about my dear ones i know already for certain that the's pirit of god is with us each and individual of us,0,0,0,1,0,0,0,0
i feel very insecure not about my husband but because of this growing world,0,0,0,1,0,0,0,0
i will practice meditation if i feel overwhelmed and hopefully become successful in peaceful practice,0,0,0,1,0,0,0,0
ill do my best replied rat who was feeling a little nervous now,0,0,0,1,0,0,0,0
i may be talking to you feel restless and dissatisfied,0,0,0,1,0,0,0,0
i feel frantic when i get in the kitchen and try to find something for her to eat while she's  sitting there crying or fussing because i'm not giving her the right stuff,0,0,0,1,0,0,0,0
i just remember feeling so confused they act like i'm about to have a baby,0,0,0,1,0,0,0,0
i keep getting the feeling that i'm more uptight and stressed out lately just because of the whole trying to get my self together thing,0,0,0,1,0,0,0,0
i sure hope that i haven't made other feel weird when they were pregnant,0,0,0,1,0,0,0,0
i feel when sasha goes neurotic over house keys and then asks one simple question with a quavering voice what am i going to do,0,0,0,1,0,0,0,0
i can feel distressed about something or not,0,0,0,1,0,0,0,0
id like to be less afraid to say how i really feel less afraid to travel,0,0,0,1,0,0,0,0
i crossed the threshold that i began to feel a little anxious why the hell did i agree to this type of thing,0,0,0,1,0,0,0,0
i began to feel insecure,0,0,0,1,0,0,0,0
i thought about it later feeling anxious and worried,0,0,0,1,0,0,0,0
i feel like every time i see the doctors at my lap band clinic that they are really uncomfortable when i mention the troubles i have with emotional eating,0,0,0,1,0,0,0,0
i foolish to feel uptight,0,0,0,1,0,0,0,0
i mean is i don't  feel anxious or scared,0,0,0,1,0,0,0,0
im feeling a little hesitant and even anxious to just go out there and try something new these days,0,0,0,1,0,0,0,0
i very much feel overwhelmed with my life at this moment,0,0,0,1,0,0,0,0
i really have screwed up my life and i feel so demoralised and fearful when i think about the near future,0,0,0,1,0,0,0,0
i was feeling a little apprehens i've about our selection of supposedly bargain meals out,0,0,0,1,0,0,0,0
i though the ace was going to be some hot chick who olivia would feel threatened by,0,0,0,1,0,0,0,0
i sit with that sit with a lifetime of an incredibly act i've and vital woman encompassed in three hours and someone who was a fully functioning human being now feeling with reason so afraid and so alone,0,0,0,1,0,0,0,0
im feeling a bit intimidated to go by myself but am inspired and encouraged by my fearless friend melissa who does this all the time,0,0,0,1,0,0,0,0
i feel distressed and irritable when i'm away from it for too long,0,0,0,1,0,0,0,0
i never get the feeling tess is that scared,0,0,0,1,0,0,0,0
i won't feel like i have to shy away from any sock pattern due to the way it is constructed,0,0,0,1,0,0,0,0
i feel a bit shaky at times but it passes quickly enough that i can get by,0,0,0,1,0,0,0,0
i felt something that she didn't feel or maybe she was just scared of a relationship or like i said,0,0,0,1,0,0,0,0
i still must be feeling a bit restless because after my presentation of starpoints restless just four days ago i'm here with the's eventh album of the's ame name by the english singer murray head,0,0,0,1,0,0,0,0
i will be forced to write when i feel that my nose is being assaulted by the's cent of flowers when my sight is filled with the promises of the's un and when my soul is lifted by winged dreams to the blue heavens,0,0,0,1,0,0,0,0
i like to write my poetry and blow my bubbles that smell like blueberries i smell like knock off for perfume i feel like shaken soda in a bottle,0,0,0,1,0,0,0,0
im feeling less fearful anxious worried since returning though,0,0,0,1,0,0,0,0
i go back to this book whenever i'm feeling doubtful insecure or lazy about my own journaling,0,0,0,1,0,0,0,0
i feel frightened or unsure about my ride and in fact the bike and all the great stuff on it was the biggest motivator to keep me going,0,0,0,1,0,0,0,0
i find that i'm feeling petrified and strange for this girl i've never met,0,0,0,1,0,0,0,0
im feeling pretty apprehens i've the adjuster didn't even know what a alfa romeo spider quadrifoglio was before nick walked into their office,0,0,0,1,0,0,0,0
i feel paranoid and i don't like not being good at something a fact which my dancing efforts showed me i thought christmas was meant to be fun,0,0,0,1,0,0,0,0
i feel so fearful and old,0,0,0,1,0,0,0,0
i to myself outstripped it far from me this childish heart for then shall i statelier asphodelus and glad then shall i no longer feel banksia but be susperseded from the fearful post service it imposes upon me,0,0,0,1,0,0,0,0
i feel like a paranoid school girl even though i hate that sexist saying,0,0,0,1,0,0,0,0
i could feel his arms were shaky just like mine,0,0,0,1,0,0,0,0
im not sure why but i'm feeling particularly overwhelmed at work today,0,0,0,1,0,0,0,0
i just feel doubtful right now and i don't want to,0,0,0,1,0,0,0,0
i feel intimidated sometimes by others but as i said this is how i feel the pain in me is very real,0,0,0,1,0,0,0,0
i find that strangely considering how much i like the thoughts of getting comments getting comments especially if it is someone that has taken something personally makes me feel strangely hesitant about continuing on,0,0,0,1,0,0,0,0
